,max,mean,median,min,rmse,sse,std
odom,0.19737032630558818,0.07193453345557395,0.06161924562824986,0.011650192400713008,0.0826668585755902,4.127620942081005,0.040733676525518084
odom_incremental,0.692153656928611,0.08073834048504913,0.060137721903611316,0.012663854467239334,0.11529256118497959,15.831218225529383,0.08230246071845321
