,max,mean,median,min,rmse,sse,std
results/lio_sam_line_zero_noize_2.zip,0.10048914164570495,0.02261747957938106,0.01899512849801817,0.0010638167040204578,0.028084861796942657,0.19718986553834228,0.01664959698099777
results/lio_sam_line_001noise_01drift.zip,0.33809302883367054,0.13771224411813499,0.09896537681886886,0.036860241805333656,0.16113727780519105,6.543236019213763,0.08366934993421725
