,max,mean,median,min,rmse,sse,std
odom,0.029638804794226408,0.012687855957140856,0.010995985906121834,0.0021034414769193588,0.01406005813325892,0.03854862076857096,0.006058345147106236
odom_incremental,0.08600020214991355,0.03653363426265906,0.03136308836265708,0.008642728973314757,0.04077581907425499,1.0025884549693553,0.018109693225967182
