,max,mean,median,min,rmse,sse,std
odom,0.32032955916525835,0.2640077433591426,0.2623834849823854,0.2119753464862377,0.2660690568935164,23.220019715875324,0.033055324572878325
odom_incremental,0.2675311370781858,0.21200740304408727,0.20555613332097394,0.17680766287977714,0.21349110829561282,20.78377471450782,0.025125970146265435
