,max,mean,median,min,rmse,sse,std
results/lio_sam_line_01noise_01drift.zip,0.1204528384615014,0.06608421255799936,0.058890869602004854,0.01125944434586124,0.07140246768862449,1.19810341212589,0.027040511138183444
results/lio_sam_line_001noise_01drift.zip,0.33809302883367054,0.13771224411813499,0.09896537681886886,0.036860241805333656,0.16113727780519105,6.543236019213763,0.08366934993421725
